icrf_name,ra_deg,dec_deg,dra_mas,ddec_mas,offset_mas,pa_deg,sig_a_mas,sig_d_mas,rho_icrf3,rho_gaia,x_mahalanobis,x_naive,jet_pa_deg,delpa_deg,axis_angle_deg,downstream_angle_deg
ICRF J062356.5+455439,95.98546610,45.91097489,-3.4019,-0.3467,3.4195,264.18,3.1009,3.1499,0.213,0.705,1.440,1.103,,,,
ICRF J062401.6-010328,96.00702121,-1.05781797,-0.3248,-0.7473,0.8149,203.49,0.2526,0.4516,-0.220,0.029,2.237,2.096,,,,
ICRF J062419.0+385648,96.07925537,38.94687112,0.0034,0.2491,0.2491,0.78,0.3363,0.2789,-0.143,0.198,0.907,0.893,,,,
ICRF J062518.2+444001,96.32610573,44.66711837,-0.0537,-0.0740,0.0914,215.97,0.1252,0.1268,0.053,-0.138,0.741,0.724,92.0,33.0,56.03,123.97
ICRF J062545.9+144019,96.44134267,14.67215128,-0.8244,-7.4057,7.4514,186.35,0.3920,0.5910,-0.201,-0.442,13.785,12.706,,,,
ICRF J062552.2-543850,96.46762804,-54.64741849,-0.1826,-0.3982,0.4381,204.64,0.1966,0.3362,0.106,0.120,1.434,1.505,,,,
ICRF J062603.0+820225,96.51252599,82.04043554,-0.5384,-0.6549,0.8478,219.43,0.0956,0.0962,-0.006,-0.144,9.385,8.836,,,,
ICRF J062706.7-352915,96.77803920,-35.48759425,2.2580,-6.2137,6.6113,160.03,0.2375,0.4524,-0.218,0.054,16.156,16.704,,,,
ICRF J062738.2+032459,96.90951485,3.41652389,1.2860,0.0642,1.2876,87.14,0.7647,0.8220,-0.256,-0.480,1.939,1.684,,,,
ICRF J062839.6-671247,97.16503275,-67.21316816,-0.2838,0.2255,0.3625,308.46,0.5010,0.8563,0.491,0.135,0.797,0.625,,,,
ICRF J062843.2-280519,97.18032940,-28.08871758,-0.1237,-0.0743,0.1443,239.00,0.1734,0.3178,-0.102,-0.098,0.775,0.751,,,,
ICRF J062850.3+283550,97.20966152,28.59734122,-0.1032,0.0179,0.1047,279.86,0.2552,0.2569,0.163,-0.248,0.405,0.410,,,,
ICRF J062857.4-624844,97.23953271,-62.81242894,-0.3659,-0.2517,0.4441,235.48,0.5448,0.4768,-0.204,0.393,0.774,0.854,,,,
ICRF J062923.7-195919,97.34900776,-19.98881213,-0.1407,0.2804,0.3137,333.36,0.2377,0.3157,0.057,-0.018,1.059,1.067,31.0,12.0,57.64,57.64
ICRF J062939.2+152756,97.41344833,15.46583063,0.3511,0.0125,0.3513,87.96,0.5870,0.6420,-0.180,0.126,0.598,0.598,,,,
ICRF J062955.0-050500,97.47929528,-5.08335330,-0.2823,-0.1626,0.3257,240.06,0.3467,0.5641,-0.106,-0.080,0.891,0.864,,,,
ICRF J063053.9-132334,97.72459617,-13.39291465,-0.3473,-0.3771,0.5126,222.64,0.1508,0.2909,-0.199,-0.125,2.873,2.642,,,,
ICRF J063101.0+202059,97.75442732,20.34978087,-0.5749,-0.1514,0.5945,255.25,0.4289,0.4091,0.213,0.121,1.354,1.391,,,,
ICRF J063111.9-415426,97.79999184,-41.90748517,0.1104,-1.1750,1.1801,174.63,0.1933,0.3011,0.141,-0.148,3.924,3.944,,,,
ICRF J063120.2-141031,97.83427580,-14.17548424,-0.0090,-0.5531,0.5532,180.93,0.3539,0.4803,-0.173,-0.218,1.184,1.152,,,,
ICRF J063134.6+531127,97.89452233,53.19104242,-1.1647,-0.1203,1.1709,264.10,0.2885,0.2723,0.125,0.049,4.039,4.061,,,,
ICRF J063206.5-261414,98.02709075,-26.23723160,-0.5933,-0.6130,0.8531,224.07,0.3732,0.5827,-0.329,0.140,1.843,1.906,,,,
ICRF J063230.7+320053,98.12826205,32.01489761,-0.1754,0.1635,0.2398,312.99,0.3067,0.3023,0.054,0.095,0.823,0.787,,,,
ICRF J063326.7-222322,98.36147222,-22.38954259,-0.3019,0.3810,0.4861,321.60,0.1340,0.3207,0.192,0.080,2.740,2.547,,,,
ICRF J063334.4+364249,98.39338256,36.71381757,0.7374,-0.2496,0.7785,108.70,10.8965,7.7786,-0.004,0.989,0.680,0.075,,,,
ICRF J063352.2+494345,98.46752793,49.72942337,0.1290,-0.4835,0.5004,165.06,0.6322,0.6671,-0.078,-0.216,0.727,0.753,,,,
ICRF J063459.0-233511,98.74583751,-23.58665482,-0.1052,-0.0661,0.1243,237.84,0.2036,0.3576,0.033,-0.226,0.600,0.549,,,,
ICRF J063511.0-182126,98.79588755,-18.35728937,-414.5973,-278.8714,499.6601,236.07,1.3089,2.3770,-0.560,0.073,336.141,337.787,,,,
ICRF J063520.9-262039,98.83712091,-26.34440823,0.6864,1.5088,1.6576,24.46,0.5466,1.0195,-0.080,-0.063,2.005,1.941,,,,
ICRF J063546.5-751616,98.94378293,-75.27133765,0.5150,-0.0790,0.5210,98.72,0.0405,0.0401,-0.065,-0.069,12.759,12.860,,,,
ICRF J063600.6-211312,99.00250696,-21.22005562,-0.3498,0.7200,0.8005,334.08,0.1861,0.3245,0.183,0.080,3.103,2.908,,,,
ICRF J063611.0+500959,99.04590231,50.16656337,0.6575,0.1433,0.6730,77.70,0.7931,0.7605,-0.192,-0.407,0.998,0.850,,,,
ICRF J063648.3-054707,99.20137301,-5.78542942,0.1078,-0.6916,0.7000,171.14,0.4763,0.5710,-0.243,-0.331,1.223,1.232,,,,
ICRF J063708.8-294238,99.28691805,-29.71076911,-0.0797,1.4615,1.4636,356.88,0.2879,0.5504,-0.266,0.031,2.659,2.669,,,,
ICRF J063743.3+812527,99.43073619,81.42435912,0.1736,-0.3271,0.3704,152.04,0.4515,0.3607,0.268,-0.019,1.043,0.985,,,,
ICRF J063746.4-353648,99.44336961,-35.61343773,-0.5466,0.8275,0.9917,326.55,0.4034,1.1948,-0.182,0.076,1.437,1.522,,,,
ICRF J063814.1+245850,99.55884934,24.98061348,11.8899,-6.9388,13.7666,120.27,43.4957,43.3172,0.008,-0.986,0.718,0.317,,,,
ICRF J063858.2-084514,99.74270544,-8.75397477,0.4633,-0.5330,0.7063,139.00,0.6853,0.7451,-0.057,-0.040,0.965,0.984,,,,
ICRF J063921.9+732458,99.84150525,73.41612242,0.0408,-0.0268,0.0489,123.30,0.1110,0.1186,0.017,-0.220,0.415,0.432,,,,
ICRF J063928.7-214157,99.86969031,-21.69939037,-0.1252,0.6395,0.6516,348.92,0.2600,0.6319,-0.083,0.020,1.090,1.121,,,,
ICRF J064007.1-125315,100.02992692,-12.88761356,-2.5090,-0.1068,2.5112,267.56,0.4500,0.9470,-0.025,-0.097,5.582,5.577,,,,
ICRF J064145.1+094704,100.43832431,9.78453620,-3.1514,5.6955,6.5093,331.04,43.4151,32.3728,-0.088,-0.996,1.023,0.190,,,,
ICRF J064151.1-032048,100.46305391,-3.34682838,0.5664,-2.0037,2.0822,164.21,0.9280,1.0290,0.038,-0.043,2.017,2.041,,,,
ICRF J064204.2+675835,100.51773915,67.97656134,-0.0635,0.2818,0.2888,347.30,0.0446,0.0533,-0.143,0.014,5.366,5.476,122.0,9.0,45.30,134.70
ICRF J064206.1+881155,100.52556467,88.19861542,1.3470,-0.1055,1.3511,94.48,0.8705,0.6803,0.078,0.141,1.592,1.555,,,,
ICRF J064227.8+524759,100.61592454,52.79979806,-9.9767,9.9605,14.0977,314.95,14.1830,12.2653,-0.217,-0.899,0.814,1.074,,,,
ICRF J064258.1+350918,100.74224836,35.15510517,-0.1112,-0.3254,0.3439,198.86,0.3480,0.3351,-0.035,0.163,0.989,1.022,,,,
ICRF J064307.4-245121,100.78112050,-24.85592017,-0.4687,-0.9618,1.0700,205.98,0.3598,0.5741,0.355,-0.009,2.054,2.122,,,,
ICRF J064326.4+085738,100.86018752,8.96055903,2.5226,-6.1243,6.6235,157.61,16.4338,20.2529,-0.201,-0.997,1.659,0.339,,,,
ICRF J064332.3-133549,100.88484064,-13.59718861,-0.1605,0.3955,0.4268,337.92,0.1006,0.1888,0.106,-0.041,2.733,2.634,,,,
ICRF J064359.8+123818,100.99939799,12.63836290,-0.1971,-0.3475,0.3995,209.56,0.5813,0.6673,-0.292,-0.666,0.968,0.621,,,,
ICRF J064425.2-345941,101.10533766,-34.99498588,0.9001,-0.1083,0.9065,96.86,0.1641,0.4181,-0.038,-0.082,5.484,5.490,,,,
ICRF J064428.0-671257,101.11685048,-67.21593290,-0.0539,0.0342,0.0638,302.43,0.2542,0.3096,0.099,-0.136,0.232,0.239,,,,
ICRF J064453.7+391447,101.22379000,39.24653720,-1.0179,-0.6148,1.1892,238.87,0.2705,0.2175,0.153,0.105,4.486,4.706,,,,
ICRF J064524.0+212151,101.35041478,21.36422247,-0.9466,-0.1326,0.9559,262.03,0.9984,0.9181,-0.355,-0.070,0.972,0.959,,,,
ICRF J064547.2+054122,101.44698567,5.68955338,0.1136,0.0399,0.1204,70.64,0.5023,0.7050,0.381,-0.561,0.229,0.233,,,,
ICRF J064630.9-390339,101.62883547,-39.06086263,0.4833,0.6641,0.8213,36.04,0.2537,0.9124,0.132,-0.002,1.968,2.039,,,,
ICRF J064632.0+445116,101.63344165,44.85460837,-0.2729,0.0006,0.2729,270.12,0.2015,0.2026,-0.029,-0.213,1.384,1.354,80.0,19.0,10.12,169.88
ICRF J064716.0+544612,101.81685721,54.77020900,-0.2347,0.1386,0.2726,300.56,0.2800,0.2622,-0.123,0.332,0.969,0.991,,,,
ICRF J064814.0-304419,102.05873528,-30.73879438,-0.0512,-0.0270,0.0579,242.19,0.1187,0.1376,-0.054,0.225,0.445,0.474,,,,
ICRF J064828.4-174405,102.11874384,-17.73484424,0.0861,0.5787,0.5851,8.47,0.1291,0.2334,0.293,-0.528,2.568,2.568,,,,
ICRF J064847.1+490720,102.19632770,49.12242478,0.0606,-0.3685,0.3735,170.66,0.1802,0.2000,0.064,-0.303,1.865,1.873,,,,
ICRF J064914.1-410853,102.30879571,-41.14806463,-1.2676,4.7768,4.9421,345.14,1.0300,4.0612,-0.468,0.042,1.407,1.702,,,,
ICRF J065031.2+600144,102.63022648,60.02904304,-0.3491,-3.2342,3.2530,186.16,0.5947,0.6737,0.178,0.037,4.817,4.837,,,,
ICRF J065032.9-284917,102.63719943,-28.82162616,-0.3954,0.4344,0.5874,317.69,0.3786,0.5643,-0.410,0.204,1.301,1.297,,,,
ICRF J065046.4+250259,102.69370916,25.04989583,0.0954,0.5354,0.5439,10.10,0.4278,0.5722,-0.244,0.061,1.045,0.962,,,,
ICRF J065048.1+561634,102.70079442,56.27624739,0.3703,0.1786,0.4111,64.25,1.0226,1.2004,-0.259,0.493,0.363,0.392,,,,
ICRF J065158.1-210111,102.99216692,-21.01997656,-1.3419,4.5087,4.7041,343.43,1.1240,2.6312,-0.101,-0.515,1.752,2.088,,,,
ICRF J065324.5+235325,103.35244450,23.89048929,-4.5423,0.9645,4.6435,281.99,0.8498,0.7412,-0.386,-0.033,5.445,5.502,,,,
ICRF J065357.8-192939,103.49085672,-19.49435482,-0.1133,0.8819,0.8892,352.68,0.3150,0.4303,0.219,-0.112,2.064,2.081,,,,
ICRF J065358.2+370540,103.49284516,37.09461302,-0.5712,-0.4726,0.7414,230.40,0.1290,0.1295,-0.023,-0.280,6.496,5.738,,,,
ICRF J065422.0+504223,103.59205482,50.70663143,0.1753,-1.0142,1.0293,170.20,0.3458,0.3770,-0.120,-0.792,3.315,2.738,72.0,41.0,81.80,98.20
ICRF J065423.7+451423,103.59880689,45.23987375,-0.3919,0.1516,0.4202,291.15,0.3881,0.3565,-0.038,-0.273,1.024,1.096,112.0,13.0,0.85,179.15
ICRF J065510.0+410010,103.79176969,41.00282229,-0.6918,2.3707,2.4696,343.73,0.4223,0.4078,-0.155,-0.262,5.815,6.040,,,,
ICRF J065610.6+423702,104.04442532,42.61743090,-0.9039,2.7810,2.9242,341.99,0.2777,0.3095,0.200,-0.244,9.409,9.557,,,,
ICRF J065611.1-032306,104.04633572,-3.38521741,-0.2398,0.9031,0.9344,345.13,0.6047,0.6723,-0.141,-0.110,1.366,1.401,,,,
ICRF J065640.8+320932,104.17037142,32.15904128,2.6961,0.1308,2.6992,87.22,0.2497,0.2647,0.016,-0.101,10.873,10.811,,,,
ICRF J065659.1+031553,104.24658325,3.26484497,0.3625,-0.1378,0.3879,110.82,0.3625,0.5662,0.194,0.057,1.084,1.029,,,,
ICRF J065705.6+242355,104.27364801,24.39872060,-0.0773,-0.0994,0.1259,217.89,0.3910,0.3606,-0.049,-0.038,0.345,0.339,,,,
ICRF J065755.2+131353,104.48035016,13.23164808,-1.2601,-0.0493,1.2611,267.76,0.9589,0.9330,0.140,-0.045,1.315,1.315,,,,
ICRF J065917.9+081330,104.82498347,8.22526484,0.5035,-1.0299,1.1464,153.95,0.0977,0.0937,-0.315,-0.290,11.182,12.144,,,,
ICRF J065949.9-274518,104.95798743,-27.75514199,-0.3596,0.5132,0.6266,324.98,0.3443,0.5490,0.266,-0.076,1.443,1.402,,,,
ICRF J070001.5+170921,105.00635643,17.15602814,-0.0816,-0.1386,0.1608,210.50,0.1547,0.1521,-0.039,0.013,1.048,1.053,,,,
ICRF J070106.6+693629,105.27756999,69.60817165,0.2475,-0.7638,0.8029,162.05,0.1929,0.1440,0.098,0.091,5.602,5.459,,,,
ICRF J070134.5-463436,105.39394412,-46.57684033,1.1806,-1.0921,1.6083,132.77,0.9301,1.7633,0.041,0.172,1.437,1.412,,,,
ICRF J070232.8+854952,105.63673860,85.83124435,0.3128,-0.3232,0.4498,135.94,0.1725,0.1692,-0.039,0.076,2.613,2.634,,,,
ICRF J070240.4-284150,105.66834442,-28.69723566,-4.3507,9.0104,10.0058,334.23,0.7703,1.0986,-0.411,0.113,10.135,9.958,,,,
ICRF J070242.9-195122,105.67875277,-19.85612100,0.1092,-0.0056,0.1093,92.92,0.0954,0.1101,-0.045,0.145,1.161,1.146,129.0,19.0,36.08,36.08
ICRF J070246.2+544435,105.69276169,54.74325949,-1.1515,-0.5662,1.2832,243.82,1.6505,1.5522,0.188,-0.565,1.133,0.787,,,,
ICRF J070319.0-005103,105.82952758,-0.85087714,-0.1587,0.0336,0.1622,281.97,0.1312,0.1751,0.115,-0.104,1.224,1.224,,,,
ICRF J070633.5-231137,106.63965823,-23.19384727,0.8429,-0.4430,0.9522,117.73,0.4583,1.0107,-0.222,0.076,1.840,1.891,,,,
ICRF J070643.0-412223,106.67941576,-41.37327560,0.0455,7.0513,7.0514,0.37,1.0533,4.5827,0.034,-0.157,1.539,1.539,,,,
ICRF J070700.6+611011,106.75256556,61.16989109,0.4291,0.1387,0.4510,72.08,0.1304,0.1136,0.133,0.022,3.399,3.510,,,,
ICRF J070732.9+382213,106.88712504,38.37036127,0.4372,0.6635,0.7946,33.38,0.6951,0.6636,0.110,-0.171,1.138,1.181,,,,
ICRF J070803.3-142115,107.01406450,-14.35439318,0.1101,0.9815,0.9877,6.40,0.8435,1.1907,-0.015,-0.525,1.003,0.835,,,,
ICRF J070824.4+345542,107.10186593,34.92836493,0.1207,0.0859,0.1481,54.57,0.2138,0.3133,-0.042,-0.150,0.645,0.628,,,,
ICRF J070945.0-025517,107.43772754,-2.92152684,-0.1170,0.2455,0.2720,334.51,0.3611,0.3600,0.085,-0.328,0.696,0.755,,,,
ICRF J071043.6-385037,107.68181795,-38.84362148,1.6543,1.1278,2.0022,55.72,0.2262,0.6893,0.346,0.148,7.352,7.495,,,,
ICRF J071044.3+422055,107.68469226,42.34862332,-0.5685,0.0080,0.5686,270.81,0.1781,0.1949,-0.091,-0.242,3.226,3.192,,,,
ICRF J071046.1+473211,107.69210367,47.53642851,-0.3622,0.3459,0.5009,313.68,0.2274,0.2052,-0.020,-0.077,2.236,2.319,341.0,18.0,27.32,27.32
ICRF J071046.6-203323,107.69426137,-20.55664958,-0.7250,-0.2489,0.7665,251.05,0.2835,0.6097,0.557,-0.152,2.705,2.590,,,,
ICRF J071100.1-135931,107.75056599,-13.99201846,4.5084,3.0874,5.4642,55.60,8.0528,10.5111,0.271,0.042,0.622,0.632,,,,
ICRF J071151.3-013757,107.96416204,-1.63261031,-0.2452,-0.3804,0.4525,212.81,1.0323,1.1626,0.112,-0.314,0.482,0.404,,,,
ICRF J071243.6+503322,108.18201497,50.55630758,0.1199,-0.1266,0.1743,136.57,0.1001,0.1013,-0.099,0.265,1.749,1.731,90.0,15.0,46.57,46.57
ICRF J071355.6+193500,108.48199656,19.58344693,0.7003,1.6455,1.7883,23.05,0.4093,0.4035,-0.125,-0.102,4.605,4.422,86.0,56.0,62.95,62.95
ICRF J071424.8+353439,108.60340621,35.57772097,1.4700,-3.9241,4.1904,159.46,0.1553,0.1732,-0.285,-0.140,23.292,24.558,,,,
ICRF J071436.1+740810,108.65052093,74.13615121,0.1434,-0.0728,0.1609,116.90,0.1424,0.1466,0.142,-0.011,1.187,1.123,,,,
ICRF J071452.0+815154,108.71682653,81.86526282,-0.7724,0.8004,1.1123,316.02,0.4233,0.6413,-0.470,-0.170,1.884,2.211,,,,
ICRF J071533.3-092154,108.88913842,-9.36507637,6.0717,-9.6495,11.4009,147.82,6.6983,11.4030,0.210,-0.958,0.909,1.240,,,,
ICRF J071751.8+453803,109.46605175,45.63423913,0.0819,-0.3733,0.3822,167.63,0.2447,0.2278,-0.099,-0.226,1.639,1.673,,,,
ICRF J071919.4+330709,109.83091525,33.11936353,0.1902,-0.3008,0.3559,147.69,0.2416,0.1888,-0.105,0.103,1.815,1.778,80.0,32.0,67.69,67.69
ICRF J072102.4+154042,110.26005682,15.67860310,1.8445,-0.5294,1.9190,106.01,0.4402,0.4415,-0.142,-0.058,4.288,4.359,,,,
ICRF J072113.4-153041,110.30621453,-15.51139185,-0.2794,-0.7419,0.7928,200.64,0.2355,0.6031,-0.498,-0.121,2.326,1.709,,,,
ICRF J072123.9+040644,110.34962492,4.11228135,0.0490,0.1366,0.1451,19.74,0.1949,0.2441,-0.061,-0.052,0.626,0.614,,,,
ICRF J072153.4+712036,110.47270198,71.34343429,-0.0491,0.1699,0.1769,343.88,0.0317,0.0329,0.010,0.088,5.414,5.386,24.0,59.0,40.12,40.12
ICRF J072201.2+372228,110.50524866,37.37462042,0.1102,-0.4011,0.4160,164.64,0.1985,0.2329,-0.089,-0.011,1.777,1.809,,,,
ICRF J072227.6-303804,110.61539726,-30.63462030,-0.7000,2.0368,2.1537,341.03,0.6641,1.7460,0.144,0.154,1.697,1.572,,,,
ICRF J072417.2-071520,111.07205261,-7.25565345,0.3435,0.7577,0.8319,24.39,0.4317,0.3903,-0.101,-0.122,2.200,2.098,,,,
ICRF J072448.4+030825,111.20170406,3.14030286,0.8053,1.7962,1.9685,24.15,1.1475,1.0477,0.159,-0.200,2.000,1.852,,,,
ICRF J072516.8+142513,111.32003235,14.42048516,-0.2708,-0.0203,0.2716,265.72,0.1417,0.1382,-0.104,-0.395,2.127,1.916,304.0,29.0,38.28,38.28
ICRF J072524.4-264032,111.35172150,-26.67574428,-0.2108,0.1896,0.2835,311.97,0.2132,0.4159,0.139,0.090,1.141,1.089,,,,
ICRF J072550.1-190419,111.45902321,-19.07196507,-0.7618,1.4192,1.6107,331.77,0.5543,0.6482,-0.191,-0.306,2.315,2.585,,,,
ICRF J072550.6-005456,111.46099964,-0.91570640,0.7188,-1.0941,1.3091,146.70,0.1269,0.1206,-0.001,-0.141,10.148,10.693,316.0,23.0,10.70,169.30
ICRF J072614.2+215320,111.55941976,21.88892055,-0.2224,0.0350,0.2252,278.94,0.1724,0.1482,-0.015,-0.038,1.304,1.312,,,,
ICRF J072636.3+063642,111.65151727,6.61190341,0.0418,-0.0734,0.0845,150.35,0.2365,0.2838,-0.047,-0.275,0.288,0.313,,,,
ICRF J072700.1-381311,111.75054399,-38.21983807,-1.0405,-2.6034,2.8037,201.79,1.3380,3.8550,-0.029,-0.135,1.050,1.030,,,,
ICRF J072703.1+484410,111.76291922,48.73614633,0.0157,-0.0817,0.0832,169.11,0.4064,0.3763,0.009,0.178,0.230,0.220,,,,
ICRF J072810.8+674847,112.04539838,67.81306468,0.1331,0.0984,0.1656,53.52,0.1199,0.1186,0.110,0.226,1.305,1.386,,,,
ICRF J072820.6+215306,112.08586794,21.88510840,-0.1047,-0.6404,0.6489,189.29,0.3887,0.3644,-0.129,-0.359,1.991,1.778,,,,
ICRF J072849.6+570124,112.20679845,57.02343732,0.3763,-0.5096,0.6334,143.56,0.1446,0.1559,-0.046,0.006,4.132,4.178,,,,
ICRF J072905.4-363945,112.27254905,-36.66256454,-0.0135,0.4795,0.4797,358.39,0.3604,0.9694,-0.502,-0.151,0.530,0.496,,,,
ICRF J072917.8-132002,112.32424039,-13.33396429,0.3730,0.3817,0.5337,44.34,0.1911,0.3003,0.126,-0.252,2.326,2.330,,,,
ICRF J072957.3-343919,112.48902073,-34.65544342,-0.1066,-0.1812,0.2102,210.46,0.4171,0.9071,-0.550,0.045,0.462,0.324,,,,
ICRF J073019.1-114112,112.57963531,-11.68683352,-0.2305,0.0994,0.2510,293.33,0.2449,0.2528,-0.092,-0.301,0.949,1.020,272.0,81.0,21.33,21.33
ICRF J073025.8-024124,112.60782339,-2.69025123,0.8151,-0.2250,0.8456,105.43,0.4145,0.4268,0.052,-0.479,1.996,2.036,,,,
ICRF J073028.4-053546,112.61848537,-5.59636219,0.1573,0.4194,0.4479,20.56,0.1909,0.3734,-0.127,-0.302,1.495,1.393,,,,
ICRF J073038.2-320820,112.65957662,-32.13893868,1.6019,-1.2397,2.0255,127.74,0.3738,0.6719,-0.021,0.208,4.886,4.665,,,,
ICRF J073051.3+404950,112.71394413,40.83078516,0.2185,0.1198,0.2491,61.27,0.2173,0.2344,-0.158,-0.001,1.170,1.128,,,,
ICRF J073106.6-234147,112.77778322,-23.69663059,0.6196,-0.2980,0.6876,115.68,0.1819,0.3317,-0.140,0.127,3.551,3.523,,,,
ICRF J073131.5-222420,112.88128484,-22.40579622,2.2788,-0.6126,2.3598,105.05,0.2120,0.3699,0.223,-0.056,11.175,10.874,,,,
ICRF J073133.7+245158,112.89060610,24.86627739,-0.2524,0.4135,0.4845,328.60,0.5756,0.4626,0.215,-0.078,0.977,0.996,,,,
ICRF J073152.7+280432,112.96970597,28.07581685,-0.9904,0.9995,1.4071,315.26,0.8228,1.6298,-0.216,-0.368,1.254,1.351,,,,
ICRF J073158.9+143336,112.99582071,14.56013690,-0.5309,-0.6392,0.8309,219.71,0.1978,0.2534,0.006,-0.034,3.699,3.684,,,,
ICRF J073222.7+015035,113.09495292,1.84316230,-0.6648,-1.5558,1.6919,203.14,1.6854,1.6401,0.211,-0.569,1.469,1.027,,,,
ICRF J073256.2+254838,113.23448029,25.81077656,-0.2495,-0.2050,0.3229,230.59,0.2775,0.3143,0.010,-0.520,1.573,1.111,,,,
ICRF J073328.6+560541,113.36923075,56.09492753,3.2457,15.8294,16.1587,11.59,2.3316,3.5905,-0.428,0.052,5.586,4.623,,,,
ICRF J073352.5+502209,113.46883575,50.36918396,-0.1343,-0.3718,0.3954,199.86,0.1743,0.1583,0.227,-0.007,2.447,2.472,213.0,31.0,13.14,13.14
ICRF J073357.4+045614,113.48941622,4.93736017,0.3451,0.0639,0.3510,79.51,0.2244,0.2159,-0.041,0.141,1.544,1.566,,,,
ICRF J073502.3+475008,113.75963205,47.83567422,0.4558,0.0506,0.4586,83.66,0.1010,0.1096,0.029,0.068,4.520,4.535,,,,
ICRF J073633.6-043311,114.14011384,-4.55329453,0.2279,-1.0164,1.0417,167.36,0.2876,0.5864,-0.408,-0.307,1.745,1.906,,,,
ICRF J073658.0+260449,114.24197359,26.08054041,0.2618,-0.2240,0.3445,130.54,0.1927,0.2309,-0.084,-0.320,1.545,1.669,,,,
ICRF J073707.1-072038,114.27972056,-7.34389970,-0.3705,0.8809,0.9557,337.19,0.4103,0.5498,0.285,-0.139,1.887,1.839,,,,
ICRF J073730.0+594103,114.37536227,59.68422077,-0.4279,-11.4297,11.4377,182.14,1.1234,1.2104,-0.041,0.098,9.458,9.450,,,,
ICRF J073755.8-395434,114.48266826,-39.90945997,-0.4406,0.7357,0.8576,329.08,0.5046,1.6380,-0.424,0.018,0.880,0.982,,,,
ICRF J073758.9+643043,114.49575133,64.51204092,-17.0843,-7.1029,18.5020,247.42,0.9848,1.2613,0.106,-0.073,18.650,18.239,,,,
ICRF J073807.3+174218,114.53080730,17.70527726,0.4011,0.0349,0.4026,85.03,0.0631,0.0562,0.171,-0.222,6.483,6.384,71.0,55.0,14.03,14.03
ICRF J073856.4-673550,114.73540101,-67.59745168,0.5169,0.0500,0.5193,84.47,0.2700,0.2978,0.258,-0.184,1.946,1.922,,,,
ICRF J073857.1-062658,114.73823151,-6.44946014,0.2548,-0.2207,0.3371,130.90,0.1506,0.2811,0.148,-0.185,1.971,1.865,,,,
ICRF J073913.1+752747,114.80497827,75.46325253,3.1840,2.2737,3.9125,54.47,0.2833,0.3171,-0.270,0.077,13.393,13.330,,,,
ICRF J073918.0+013704,114.82514125,1.61794938,-0.1028,0.0016,0.1028,270.87,0.0629,0.0582,-0.088,-0.394,1.708,1.633,294.0,36.0,23.13,23.13
ICRF J074033.5+285247,115.13976596,28.87979079,0.3673,-0.2980,0.4729,129.05,0.3613,0.3537,-0.135,-0.240,1.202,1.320,,,,
ICRF J074053.3+671908,115.22249411,67.31895362,-0.5052,-0.6989,0.8623,215.86,0.2433,0.3402,0.315,0.052,2.687,2.920,,,,
ICRF J074110.7+311200,115.29459710,31.20006364,0.1438,2.2185,2.2231,3.71,0.0537,0.0504,-0.027,-0.098,44.433,44.134,181.0,10.0,2.71,177.29
ICRF J074125.7+270645,115.35722019,27.11260891,7.0663,0.0188,7.0663,89.85,0.3607,0.3166,-0.121,-0.239,20.107,19.588,,,,
ICRF J074155.6-264730,115.48200492,-26.79180409,7.2649,-5.4665,9.0919,126.96,0.2648,0.5220,-0.163,0.074,28.863,29.362,,,,
ICRF J074202.7+490015,115.51145396,49.00433581,0.1143,1.2409,1.2462,5.26,0.7716,0.7818,-0.049,0.038,1.590,1.594,,,,
ICRF J074239.7+544424,115.66579458,54.74018531,-0.3922,0.2041,0.4421,297.49,0.1507,0.1889,0.035,-0.516,2.611,2.818,223.0,20.0,74.49,74.49
ICRF J074305.1+171424,115.77127838,17.24011441,0.1198,-0.2372,0.2657,153.19,0.1880,0.2121,-0.015,-0.396,1.174,1.287,,,,
ICRF J074309.8+394130,115.79119395,39.69188346,0.0276,-0.0854,0.0898,162.10,0.2007,0.2060,-0.019,0.253,0.459,0.437,,,,
ICRF J074320.4-561932,115.83535514,-56.32582187,-1.2569,0.7136,1.4453,299.59,0.5459,0.7008,-0.485,-0.049,2.302,2.517,,,,
ICRF J074331.6-672625,115.88171515,-67.44042953,0.6252,-0.2896,0.6890,114.85,0.1002,0.0934,-0.025,-0.032,6.899,6.968,,,,
ICRF J074332.7-443405,115.88649504,-44.56808832,-3.3744,1.2418,3.5956,290.20,1.2957,5.4062,-0.137,-0.207,2.605,2.614,,,,
ICRF J074344.8-380356,115.93675257,-38.06566739,0.1648,3.0598,3.0643,3.08,0.5816,1.9277,0.088,0.618,1.622,1.612,,,,
ICRF J074344.9+232839,115.93738392,23.47750089,-0.0397,0.0797,0.0891,333.54,0.2469,0.2873,-0.024,-0.258,0.303,0.321,,,,
ICRF J074420.3-691907,116.08497311,-69.31865466,-0.8358,-0.4627,0.9554,241.03,0.4011,0.4183,0.193,-0.169,2.412,2.359,,,,
ICRF J074447.2+212000,116.19698637,21.33345168,3.6069,4.4347,5.7164,39.12,0.4842,0.5305,-0.031,-0.131,11.730,11.197,,,,
ICRF J074505.9+261409,116.27467714,26.23604745,-0.1003,0.3365,0.3511,343.41,0.1237,0.1810,-0.137,-0.234,1.936,2.028,,,,
